cmdType,cmdSignature,text
text,179 4ème étage:EV0048:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0049:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0050:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0051:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0052:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0053:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0054:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0055:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0056:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0057:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0058:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0059:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0060:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0061:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0062:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0063:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0064:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0065:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0066:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0067:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0068:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0069:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0070:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0071:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0072:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0073:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0074:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0075:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0076:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0077:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0078:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0079:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0080:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0081:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0082:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0083:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0084:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0085:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0086:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0087:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0088:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0089:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0090:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0091:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0092:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0093:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0094:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0095:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0096:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0097:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0098:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0099:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0100:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0101:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0102:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0103:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0104:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0105:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0106:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0107:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0108:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0109:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0110:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0111:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0112:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0113:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0114:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0115:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0116:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0117:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0118:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0119:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0120:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0121:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0122:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0123:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0124:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0125:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0126:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,179 4ème étage:EV0127:1:1,"These are fake shelves.
There's a visible base under the
real ones."
text,180 escaliers 3:EV0001:1:1,These are fake shelves.
text,180 escaliers 3:EV0002:1:1,These are fake shelves.
text,180 escaliers 3:EV0003:1:1,These are fake shelves.
text,180 escaliers 3:EV0004:1:1,These are fake shelves.
text,180 escaliers 3:EV0005:1:1,These are fake shelves.
text,180 escaliers 3:EV0006:1:1,These are fake shelves.
text,180 escaliers 3:EV0007:1:4,
text,180 escaliers 3:EV0008:1:4,
text,180 escaliers 3:EV0009:1:1,These are fake shelves.
text,180 escaliers 3:EV0010:1:1,These are fake shelves.
text,180 escaliers 3:EV0011:1:1,We're high up.
text,180 escaliers 3:EV0012:1:1,We're high up.
text,181 escaliers 4:EV0001:1:1,These are fake shelves.
text,181 escaliers 4:EV0002:1:1,These are fake shelves.
text,181 escaliers 4:EV0003:1:1,These are fake shelves.
text,181 escaliers 4:EV0004:1:1,These are fake shelves.
text,181 escaliers 4:EV0005:1:1,These are fake shelves.
text,181 escaliers 4:EV0006:1:1,These are fake shelves.
text,181 escaliers 4:EV0007:1:4,
text,181 escaliers 4:EV0008:1:4,
text,181 escaliers 4:EV0009:1:1,These are fake shelves.
text,181 escaliers 4:EV0010:1:1,These are fake shelves.
text,181 escaliers 4:EV0011:1:1,We're high up.
text,181 escaliers 4:EV0012:1:1,We're high up.
text,181 escaliers 4:EV0015:1:1,These are fake shelves.
text,181 escaliers 4:EV0016:1:1,These are fake shelves.
text,181 escaliers 4:EV0017:1:1,These are fake shelves.
text,181 escaliers 4:EV0018:1:1,These are fake shelves.
text,183 5ème étage:EV0003:1:1,These are fake shelves.
text,183 5ème étage:EV0004:1:1,These are fake shelves.
text,183 5ème étage:EV0005:1:1,These are fake shelves.
text,183 5ème étage:EV0006:1:1,These are fake shelves.
text,183 5ème étage:EV0007:1:1,These are fake shelves.
text,183 5ème étage:EV0008:1:1,These are fake shelves.
text,183 5ème étage:EV0009:1:1,These are fake shelves.
text,183 5ème étage:EV0010:1:1,These are fake shelves.
text,183 5ème étage:EV0012:1:1,These are fake shelves.
text,183 5ème étage:EV0013:1:1,These are fake shelves.
text,183 5ème étage:EV0014:1:1,We're high up.
text,183 5ème étage:EV0018:1:4,
text,183 5ème étage:EV0019:1:4,
text,184 escaliers 5:EV0001:1:1,These are fake shelves.
text,184 escaliers 5:EV0002:1:1,These are fake shelves.
text,184 escaliers 5:EV0003:1:1,These are fake shelves.
text,184 escaliers 5:EV0004:1:1,These are fake shelves.
text,184 escaliers 5:EV0005:1:1,These are fake shelves.
text,184 escaliers 5:EV0006:1:1,These are fake shelves.
text,184 escaliers 5:EV0007:1:1,These are fake shelves.
text,184 escaliers 5:EV0008:1:1,These are fake shelves.
text,184 escaliers 5:EV0009:1:1,These are fake shelves.
text,184 escaliers 5:EV0010:1:1,These are fake shelves.
text,184 escaliers 5:EV0014:1:1,We're high up.
text,184 escaliers 5:EV0015:1:1,We're high up.
text,184 escaliers 5:EV0016:1:1,We're high up.
text,185 Toit:EV0001:1:1,"Health points and competence 
points completely restored."
text,185 Toit:EV0001:1:2,"Save game,Return to the nothingness,Cancel"
text,185 Toit:EV0001:1:6,Back to the nothingness?
text,185 Toit:EV0001:1:7,"Yes,No"
text,185 Toit:EV0002:1:1,What are you doing?
text,185 Toit:EV0002:1:4,"I am meowing at the top of my lungs,
pretending the echoes belong 
to someone, someone I used to know..."
text,185 Toit:EV0002:1:5,Have you seen my dear brother?
text,185 Toit:EV0004:1:2,A Vengeful Symbol has been found.
text,186 Centre Commercial:EV0001:1:1,This poster is blank.
text,186 Centre Commercial:EV0002:1:1,This poster is blank.
text,186 Centre Commercial:EV0003:1:1,There's nothing on the poster.
text,186 Centre Commercial:EV0004:1:1,There's nothing on the poster.
text,186 Centre Commercial:EV0005:1:1,There's nothing on the poster.
text,186 Centre Commercial:EV0006:1:1,There's nothing on the poster.
text,186 Centre Commercial:EV0017:1:1,"Health points and competence 
points completely restored."
text,186 Centre Commercial:EV0017:1:2,"Save game,Cancel"
text,188 Parc:EV0001:1:1,This sign is unreadable.
text,188 Parc:EV0002:1:1,This sign is unreadable.
text,188 Parc:EV0005:1:2,"Three pieces of Golden Flesh
have been found."
text,189 Entrée:EV0001:1:1,There's nothing on the poster.
text,189 Entrée:EV0002:1:1,There's nothing on the poster.
text,189 Entrée:EV0003:1:1,There's nothing on the panel.
text,189 Entrée:EV0004:1:1,There's nothing on the panel.
text,190 sortie:EV0001:1:2,A Colour of Sadness has been found.
text,191 dédale:EV0001:1:2,An Aura of Greatness has been found.
text,191 dédale:EV0002:1:2,"A piece of Moloch's Meat has 
been found."
text,191 dédale:EV0003:1:2,"Two pieces of Silver Flesh have 
been found."
text,191 dédale:EV0004:1:2,"A piece of Belial's Meat has 
been found."
text,192 corridor:EV0004:1:1,"Health points and competence 
points completely restored."
text,192 corridor:EV0004:1:2,"Save game,Cancel"
text,193 Quartier Résidentiel:EV0001:1:1,A code is needed to open the door.
text,193 Quartier Résidentiel:EV0008:1:2,"Two pieces of Belial's Meat
have been found."
text,193 Quartier Résidentiel:EV0009:1:1,"Health points and competence 
points completely restored."
text,193 Quartier Résidentiel:EV0009:1:2,"Save game,Return to the nothingness,Cancel"
text,193 Quartier Résidentiel:EV0009:1:6,Back to the nothingness?
text,193 Quartier Résidentiel:EV0009:1:7,"Yes,No"
text,193 Quartier Résidentiel:EV0041:1:1,A code is needed to open the door.
text,193 Quartier Résidentiel:EV0042:1:1,A code is needed to open the door.
text,194 Bunker nord:EV0003:1:2,A Fortune Ticket has been found.
text,195 Bunker sud:EV0003:1:2,A Michael Bat has been found.
text,196 Bunker est:EV0003:1:2,The phantoms are gone...
text,196 Bunker est:EV0003:1:3,The color is gone...
text,196 Bunker est:EV0003:1:4,Everything is gone...
text,196 Bunker est:EV0003:1:5,Now I am safe forever.
text,197 Sous sol:EV0001:1:1,"Health points and competence 
points completely restored."
text,197 Sous sol:EV0001:1:2,"Save game,Return to the nothingness,Cancel"
text,197 Sous sol:EV0001:1:6,Back to the nothingness?
text,197 Sous sol:EV0001:1:7,"Yes,No"
text,197 Sous sol:EV0002:1:2,The Grand Diagonal has been found.
text,197 Sous sol:EV0004:1:2,A Thursday has been found.
text,200 Maison 3:EV0002:1:1,There's nothing on the poster.
text,200 Maison 3:EV0003:1:1,There's nothing on the poster.
text,201 Zone 3:EV0001:1:1,"Health points and competence 
points completely restored."
text,201 Zone 3:EV0001:1:2,"Save game,Return to the nothingness,Cancel"
text,201 Zone 3:EV0001:1:6,Back to the nothingness?
text,201 Zone 3:EV0001:1:7,"Yes,No"
text,203 Entrée:EV0001:1:1,"There's something written here:
""Back in a minute."""
text,203 Entrée:EV0008:1:1,"It's a poster full of stamp marks.
Take it?"
text,203 Entrée:EV0008:1:2,"Yes,No"
text,203 Entrée:EV0008:1:7,The Stamped Note has been found.
text,204 Escalier Monorail:EV0001:1:2,"The monorail is free 
to ride for all personnel.
 \!Isn't that amazing?"
text,205 Monorail:EV0005:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,205 Monorail:EV0005:1:1,"Area 2,Area 3,Area 4,Cancel"
text,205 Monorail:EV0005:1:25,"""A special access card is required 
to enter Area 4."""
text,205 Monorail:EV0005:2:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,205 Monorail:EV0005:2:1,"Area 2,Area 3,Area 4,Cancel"
text,205 Monorail:EV0006:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,205 Monorail:EV0006:1:1,"Area 2,Area 3,Area 4,Cancel"
text,205 Monorail:EV0006:1:25,"""A special access card is required 
to enter Area 4."""
text,205 Monorail:EV0006:2:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,205 Monorail:EV0006:2:1,"Area 2,Area 3,Area 4,Cancel"
text,206 Intérieur Monorail:EV0002:1:2,Stop fidgeting. We're almost there.
text,206 Intérieur Monorail:EV0002:2:2,"I'll keep a lookout here. Go see
what's happening outside."
text,206 Intérieur Monorail:EV0003:1:9,"\C[1]Attention. Attention.
Obstacle detected.
Vehicle is unable to move forward.\C[0]"
text,206 Intérieur Monorail:EV0003:1:11,...
text,206 Intérieur Monorail:EV0003:1:13,"It seems that there's a slight 
problem."
text,206 Intérieur Monorail:EV0003:1:14,"Would you take a look around while 
I keep watch in here?"
text,207 Passage extérieur:EV0003:1:2,The plastic is beautiful today...
text,207 Passage extérieur:EV0006:1:4,"I think my Stamped Note can be of
use to me here... \!\N[05],
display it when you can by pressing \B[4]."
text,207 Passage extérieur:EV0007:1:4,"I think my Stamped Note can be of
use to me here... \!\N[05],
display it when you can by pressing \B[4]."
text,208 Cafétaria:EV0001:1:1,"Memo:
""Chew your meat thoroughly or 
you will not get any dessert."""
text,208 Cafétaria:EV0002:1:1,"Memo: 
""Be advised that your lunch break 
must not exceed two hours."""
text,208 Cafétaria:EV0003:1:1,"Memo: 
""Cleaning duty will be assigned 
based on your employee ID number."""
text,208 Cafétaria:EV0020:1:2,"Are you aware that the position of
the cutlery on your plate means 
something?"
text,208 Cafétaria:EV0127:1:2,"Just let your jubilance guide you and
you'll avoid the specters easily."
text,208 Cafétaria:EV0179:1:2,"The phantoms aren't evil. 
You don't have to worry 
about them..."
text,209 Cuisines:EV0006:1:2,"Top o' the morning my dear 
reckless accomplice!"
text,209 Cuisines:EV0006:1:3,"I have changed a touch, anatomy-wise, 
but you will no doubt have recognized 
me at first sight as your old pal himself, 
the Judge!"
text,209 Cuisines:EV0006:1:5,Zacharie?
text,209 Cuisines:EV0006:1:7,...
text,209 Cuisines:EV0006:1:9,"I guess my disguise is no match 
for your keen and unforgiving eyes..."
text,209 Cuisines:EV0006:1:10,"Pablo isn't really in top form at the 
moment."
text,209 Cuisines:EV0006:1:11,I'm going to replace him for a while.
text,209 Cuisines:EV0006:1:12,"Which means I must immediately 
start hunting for obscure clues that 
I can take pleasure in revealing to you 
bit by bit in a deconstructed kind of way."
text,209 Cuisines:EV0006:1:14,"Ha ha ha, I can already smell
the good times!"
text,209 Cuisines:EV0006:1:16,...
text,209 Cuisines:EV0006:1:19,"In the meantime, would you take a look 
around the dormitories? I've heard
that the specters were quite active there."
text,209 Cuisines:EV0006:2:2,"The dormitories are on the upper left 
of the cafeteria.
It's right next door."
text,209 Cuisines:EV0006:2:3,"Go and check it out.
You may find some interesting
clues."
text,209 Cuisines:EV0006:2:5,Clues about what?
text,209 Cuisines:EV0006:2:8,... \!Come see me when you're done.
text,209 Cuisines:EV0006:3:2,"Top o' the morning my dear 
reckless accomplice!"
text,209 Cuisines:EV0006:3:3,"I have changed a touch, anatomy-wise, 
but you will no doubt have recognized 
me at first sight as your old pal himself, 
the Judge!"
text,209 Cuisines:EV0006:3:5,Zacharie?
text,209 Cuisines:EV0006:3:7,...
text,209 Cuisines:EV0006:3:9,"I guess my disguise is no match 
for your keen and unforgiving eyes..."
text,209 Cuisines:EV0006:3:10,"Pablo isn't really in top form at the 
moment."
text,209 Cuisines:EV0006:3:11,I'm going to replace him for a while.
text,209 Cuisines:EV0006:3:12,"Which means I must immediately 
start hunting for obscure clues that 
I can take pleasure in revealing to you 
bit by bit in a deconstructed kind of way."
text,209 Cuisines:EV0006:3:14,"Ha ha ha, I can already smell
the good times!"
text,209 Cuisines:EV0006:3:16,...
text,209 Cuisines:EV0006:3:17,I've taken a look around the dorms...
text,209 Cuisines:EV0006:3:18,"It seems that the people here
aren't afraid of the specters."
text,209 Cuisines:EV0006:3:21,"...\! Not afraid of the ectoplasms?
That's very odd indeed..."
text,209 Cuisines:EV0006:3:22,"I must admit that I have very few 
customers around here, so I'm not
up to date on the local customs."
text,209 Cuisines:EV0006:3:23,"Maybe you should take a look around Area 2. 
That's where you'll find what they call 
the ""treatment rooms."""
text,209 Cuisines:EV0006:3:25,Okay.
text,209 Cuisines:EV0006:3:28,"Getting there's no problem. 
Just take the underground monorail."
text,209 Cuisines:EV0006:3:29,"Let's have a race, too.
If you get there first,
I'll give you an item for free."
text,209 Cuisines:EV0006:3:31,"Hey, by the way, you've only visited
the western dorms. Perhaps you should 
explore the eastern ones before 
heading off to Area 2."
text,209 Cuisines:EV0006:4:2,"So \N[05], how is your 
investigation of the dormitories 
going?"
text,209 Cuisines:EV0006:4:4,"It seems that the people here
aren't afraid of the specters."
text,209 Cuisines:EV0006:4:7,"...\! Not afraid of the ectoplasms?
That's very odd indeed..."
text,209 Cuisines:EV0006:4:8,"I must admit that I have very few 
customers around here, so I'm not
up to date on local customs."
text,209 Cuisines:EV0006:4:9,"Maybe you should take a look around Area 2. 
That's where you'll find what they call 
the ""treatment rooms."""
text,209 Cuisines:EV0006:4:11,Okay.
text,209 Cuisines:EV0006:4:14,"Getting there's no problem. 
Just take the underground monorail."
text,209 Cuisines:EV0006:4:15,"Let's have a race, too.
If you get there first,
I'll give you an item for free."
text,209 Cuisines:EV0006:4:17,"Hey, by the way, you've only visited
the western dorms. Perhaps you should 
explore the eastern ones before 
heading off to Area 2."
text,209 Cuisines:EV0006:5:2,"Get to Area 2. It's simple—you just 
have to take the underground monorail."
text,209 Cuisines:EV0006:5:3,"If you get there first,
I'll give you a free item!"
text,209 Cuisines:EV0006:5:5,"Hey, by the way, you've only visited
the western dorms. Perhaps you should 
explore the eastern ones before 
heading off to Area 2."
text,210 Chambres ouest:EV0002:1:1,"Memo:
""There are no specters under the 
mattresses."""
text,210 Chambres ouest:EV0003:1:1,"Memo:
""Do not forget to make your bed when 
you get up."""
text,210 Chambres ouest:EV0004:1:1,"Memo:
""Do not bring the dessert
to bed."""
text,210 Chambres ouest:EV0005:1:2,"Uh... uh... I... I'm not hiding
anything! I promise..."
text,210 Chambres ouest:EV0006:1:2,Two Fortune Tickets have been found.
text,210 Chambres ouest:EV0008:1:2,"There's no need to be afraid. 
No one wishes you any harm."
text,210 Chambres ouest:EV0009:1:16,...
text,210 Chambres ouest:EV0009:1:17,Who are you?
text,210 Chambres ouest:EV0009:1:29,Are you... specters?
text,210 Chambres ouest:EV0009:1:39,"You... you're not evil, right?"
text,210 Chambres ouest:EV0009:1:44,"Of... of course not... You're our 
friends."
text,210 Chambres ouest:EV0009:1:49,"This... this isn't a...
a serious injury...
\!I'm sure of it..."
text,210 Chambres ouest:EV0009:1:62,"Taste my holy wrath, corrupt souls."
text,210 Chambres ouest:EV0009:1:65,"May salvation be yours, children of 
evil."
text,210 Chambres ouest:EV0009:1:71,"People act very strangely
around here..."
text,210 Chambres ouest:EV0009:1:73,I should go talk to Zacharie about it.
text,210 Chambres ouest:EV0009:1:75,"I should probably try to find the
Judge..."
text,210 Chambres ouest:EV0013:1:16,...
text,210 Chambres ouest:EV0013:1:17,Who are you?
text,210 Chambres ouest:EV0013:1:29,Are you... specters?
text,210 Chambres ouest:EV0013:1:39,"You... you're not evil, right?"
text,210 Chambres ouest:EV0013:1:44,"Of... of course not... You're our 
friends."
text,210 Chambres ouest:EV0013:1:49,"This... this isn't a...
a serious injury...
\!I'm sure of it..."
text,210 Chambres ouest:EV0013:1:62,"Taste my holy wrath, corrupt souls."
text,210 Chambres ouest:EV0013:1:65,"May salvation be yours, children of 
evil."
text,210 Chambres ouest:EV0013:1:71,"People behave very strangely around 
here..."
text,210 Chambres ouest:EV0013:1:73,I should go talk to Zacharie about it.
text,210 Chambres ouest:EV0013:1:75,"I should probably try to find the
Judge..."
text,210 Chambres ouest:EV0014:1:16,...
text,210 Chambres ouest:EV0014:1:17,Who are you?
text,210 Chambres ouest:EV0014:1:29,Are you... specters?
text,210 Chambres ouest:EV0014:1:39,"You... you're not evil, right?"
text,210 Chambres ouest:EV0014:1:44,"Of... of course not... You're our 
friends."
text,210 Chambres ouest:EV0014:1:49,"This... this isn't a...
a serious injury...
\!I'm sure of it..."
text,210 Chambres ouest:EV0014:1:62,"Taste my holy wrath, corrupt souls."
text,210 Chambres ouest:EV0014:1:65,"May salvation be yours, children of 
evil."
text,210 Chambres ouest:EV0014:1:71,"People behave very strangely around 
here..."
text,210 Chambres ouest:EV0014:1:73,I should go talk to Zacharie about it.
text,210 Chambres ouest:EV0014:1:75,"I should probably try to find the
Judge..."
text,210 Chambres ouest:man:1:2,"Uh... uh... I... I'm not hiding
anything! I promise..."
text,210 Chambres ouest:man:2:1,He's dead.
text,211 Chambres est:add-on:1:11,"\C[2]Add-On Epsilon\C[0] has
joined you."
text,211 Chambres est:EV0003:1:2,"The director told us that the 
specters are nice. 
It must be true."
text,211 Chambres est:EV0004:1:2,"I love the cafeteria food.\!  
Yes, it's so, so good.\! Yes."
text,211 Chambres est:EV0005:1:2,"I believe Zone 3 is the best
place in the whole world."
text,211 Chambres est:EV0006:1:2,"A piece of Moloch's Meat has 
been found."
text,211 Chambres est:EV0007:1:1,"Memo:
""Do not attack the specters, and they 
will not attack you..."""
text,211 Chambres est:EV0008:1:1,"Memo:
""Have sweet dreams at night."""
text,212 Area 2:EV0005:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,212 Area 2:EV0005:1:1,"Area 1,Area 3,Area 4,Cancel"
text,212 Area 2:EV0005:1:23,"""A special access card is required 
to enter Area 4."""
text,212 Area 2:EV0005:2:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,212 Area 2:EV0005:2:1,"Area 1,Area 3,Area 4,Cancel"
text,212 Area 2:EV0006:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,212 Area 2:EV0006:1:1,"Area 1,Area 3,Area 4,Cancel"
text,212 Area 2:EV0006:1:23,"""A special access card is required 
to enter Area 4."""
text,212 Area 2:EV0006:2:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,212 Area 2:EV0006:2:1,"Area 1,Area 3,Area 4,Cancel"
text,213 Area 4:EV0003:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,213 Area 4:EV0003:1:1,"Area 1,Area 2,Area 3,Cancel"
text,213 Area 4:EV0005:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,213 Area 4:EV0005:1:1,"Area 1,Area 2,Area 3,Cancel"
text,213 Area 4:EV0005:2:7,"This time, I'll be going on ahead.
We'll meet up again later."
text,213 Area 4:EV0005:2:8,Take care of yourself.
text,213 Area 4:EV0007:1:50,Ah (...pant...) ah (...pant...)
text,213 Area 4:EV0007:1:51,Miserable runt!
text,213 Area 4:EV0007:1:52,Coldwater eel!
text,213 Area 4:EV0007:1:53,"I had to drag my body, bloated 
with adipose tissue, through 
the pipes of my own domain..."
text,213 Area 4:EV0007:1:54,"A difficult and humiliating trial, but..."
text,213 Area 4:EV0007:1:55,"I'll devour your hopes for survival
like a little sugar cube."
text,213 Area 4:EV0007:1:56,... with relish! (... pant...)
text,213 Area 4:EV0007:1:58,"Poor fool, you've tired yourself! 
You didn't account for your pitiful stamina 
and now you've exhausted your strength!"
text,213 Area 4:EV0007:1:59,"Victory is now within my
clairvoyant reach..."
text,213 Area 4:EV0007:1:81,hhh... hhh...
text,213 Area 4:EV0007:1:82,"So, the hero has slain the beast..."
text,213 Area 4:EV0007:1:83,"But do you really know 
what you have done?"
text,213 Area 4:EV0007:1:84,"Deprived of its guardian, 
this zone is now destined to vanish..."
text,213 Area 4:EV0007:1:85,"And with it all those who live here, 
whether they deserve it or not. They 
will fall into nothingness, 
with no hope of return."
text,213 Area 4:EV0007:1:87,"You are defeated, Enoch, 
guardian of the third zone."
text,213 Area 4:EV0007:1:88,This land is now pure.
text,213 Area 4:EV0007:1:114,"\C[2]Add-On Epsilon\C[0] has
joined you."
text,213 Area 4:EV0007:1:120,Would you like to save?
text,213 Area 4:EV0007:1:121,"Yes,No"
text,214 Area 3:EV0003:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0003:1:1,"Area 1,Area 2,Area 4,Cancel"
text,214 Area 3:EV0003:1:23,"""A special access card is required 
to enter Area 4."""
text,214 Area 3:EV0003:3:2,"All the better, all the better—
that certainly buys us some time."
text,214 Area 3:EV0003:3:4,I must purify the guardian of this zone.
text,214 Area 3:EV0003:3:7,"Ahaha, of course, of course.
That's a given!"
text,214 Area 3:EV0003:3:8,"I have an Access Card for the 
monorail."
text,214 Area 3:EV0003:3:9,"Let's hurry to Area 4 to meet 
that mysterious director."
text,214 Area 3:EV0003:4:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0003:4:1,"Area 4,Cancel"
text,214 Area 3:EV0003:5:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0003:5:1,"Area 1,Area 2,Area 4,Cancel"
text,214 Area 3:EV0005:1:0,"""\C[01]Vesper Monorail.\C[00]
Please choose your destination."""
text,214 Area 3:EV0005:1:1,"Area 1,Area 2,Area 4,Cancel"
text,214 Area 3:EV0005:1:23,"""A special access card is required 
to enter Area 4."""
text,214 Area 3:EV0005:3:2,"All the better, all the better—
that certainly buys us some time."
